metapath	metaedge	metaedge_abbrev	position	length
CtDtCdGaD	Compound - treats - Disease	CtD	1	4
CtDtCdGaD	Compound - treats - Disease	CtD	2	4
CtDtCdGaD	Compound - downregulates - Gene	CdG	3	4
CtDtCdGaD	Disease - associates - Gene	DaG	4	4
CtDtCdGdD	Compound - treats - Disease	CtD	1	4
CtDtCdGdD	Compound - treats - Disease	CtD	2	4
CtDtCdGdD	Compound - downregulates - Gene	CdG	3	4
CtDtCdGdD	Disease - downregulates - Gene	DdG	4	4
CtDtCdGuD	Compound - treats - Disease	CtD	1	4
CtDtCdGuD	Compound - treats - Disease	CtD	2	4
CtDtCdGuD	Compound - downregulates - Gene	CdG	3	4
CtDtCdGuD	Disease - upregulates - Gene	DuG	4	4
CtDtCpDrD	Compound - treats - Disease	CtD	1	4
CtDtCpDrD	Compound - treats - Disease	CtD	2	4
CtDtCpDrD	Compound - palliates - Disease	CpD	3	4
CtDtCpDrD	Disease - resembles - Disease	DrD	4	4
CtDtCrCpD	Compound - treats - Disease	CtD	1	4
CtDtCrCpD	Compound - treats - Disease	CtD	2	4
CtDtCrCpD	Compound - resembles - Compound	CrC	3	4
CtDtCrCpD	Compound - palliates - Disease	CpD	4	4
CtDtCrCtD	Compound - treats - Disease	CtD	1	4
CtDtCrCtD	Compound - treats - Disease	CtD	2	4
CtDtCrCtD	Compound - resembles - Compound	CrC	3	4
CtDtCrCtD	Compound - treats - Disease	CtD	4	4
CtDtCtDrD	Compound - treats - Disease	CtD	1	4
CtDtCtDrD	Compound - treats - Disease	CtD	2	4
CtDtCtDrD	Compound - treats - Disease	CtD	3	4
CtDtCtDrD	Disease - resembles - Disease	DrD	4	4
CtDtCuGaD	Compound - treats - Disease	CtD	1	4
CtDtCuGaD	Compound - treats - Disease	CtD	2	4
CtDtCuGaD	Compound - upregulates - Gene	CuG	3	4
CtDtCuGaD	Disease - associates - Gene	DaG	4	4
CtDtCuGdD	Compound - treats - Disease	CtD	1	4
CtDtCuGdD	Compound - treats - Disease	CtD	2	4
CtDtCuGdD	Compound - upregulates - Gene	CuG	3	4
CtDtCuGdD	Disease - downregulates - Gene	DdG	4	4
CtDtCuGuD	Compound - treats - Disease	CtD	1	4
CtDtCuGuD	Compound - treats - Disease	CtD	2	4
CtDtCuGuD	Compound - upregulates - Gene	CuG	3	4
CtDtCuGuD	Disease - upregulates - Gene	DuG	4	4
CtDuG<rGaD	Compound - treats - Disease	CtD	1	4
CtDuG<rGaD	Disease - upregulates - Gene	DuG	2	4
CtDuG<rGaD	Gene > regulates > Gene	GrG	3	4
CtDuG<rGaD	Disease - associates - Gene	DaG	4	4
CtDuG<rGdD	Compound - treats - Disease	CtD	1	4
CtDuG<rGdD	Disease - upregulates - Gene	DuG	2	4
CtDuG<rGdD	Gene > regulates > Gene	GrG	3	4
CtDuG<rGdD	Disease - downregulates - Gene	DdG	4	4
CtDuG<rGuD	Compound - treats - Disease	CtD	1	4
CtDuG<rGuD	Disease - upregulates - Gene	DuG	2	4
CtDuG<rGuD	Gene > regulates > Gene	GrG	3	4
CtDuG<rGuD	Disease - upregulates - Gene	DuG	4	4
CtDuGaDrD	Compound - treats - Disease	CtD	1	4
CtDuGaDrD	Disease - upregulates - Gene	DuG	2	4
CtDuGaDrD	Disease - associates - Gene	DaG	3	4
CtDuGaDrD	Disease - resembles - Disease	DrD	4	4
CtDuGbCpD	Compound - treats - Disease	CtD	1	4
CtDuGbCpD	Disease - upregulates - Gene	DuG	2	4
CtDuGbCpD	Compound - binds - Gene	CbG	3	4
CtDuGbCpD	Compound - palliates - Disease	CpD	4	4
CtDuGbCtD	Compound - treats - Disease	CtD	1	4
CtDuGbCtD	Disease - upregulates - Gene	DuG	2	4
CtDuGbCtD	Compound - binds - Gene	CbG	3	4
CtDuGbCtD	Compound - treats - Disease	CtD	4	4
CtDuGcGaD	Compound - treats - Disease	CtD	1	4
CtDuGcGaD	Disease - upregulates - Gene	DuG	2	4
CtDuGcGaD	Gene - covaries - Gene	GcG	3	4
CtDuGcGaD	Disease - associates - Gene	DaG	4	4
CtDuGcGdD	Compound - treats - Disease	CtD	1	4
CtDuGcGdD	Disease - upregulates - Gene	DuG	2	4
CtDuGcGdD	Gene - covaries - Gene	GcG	3	4
CtDuGcGdD	Disease - downregulates - Gene	DdG	4	4
CtDuGcGuD	Compound - treats - Disease	CtD	1	4
CtDuGcGuD	Disease - upregulates - Gene	DuG	2	4
CtDuGcGuD	Gene - covaries - Gene	GcG	3	4
CtDuGcGuD	Disease - upregulates - Gene	DuG	4	4
CtDuGdAlD	Compound - treats - Disease	CtD	1	4
CtDuGdAlD	Disease - upregulates - Gene	DuG	2	4
CtDuGdAlD	Anatomy - downregulates - Gene	AdG	3	4
CtDuGdAlD	Disease - localizes - Anatomy	DlA	4	4
CtDuGdCpD	Compound - treats - Disease	CtD	1	4
CtDuGdCpD	Disease - upregulates - Gene	DuG	2	4
CtDuGdCpD	Compound - downregulates - Gene	CdG	3	4
CtDuGdCpD	Compound - palliates - Disease	CpD	4	4
CtDuGdCtD	Compound - treats - Disease	CtD	1	4
CtDuGdCtD	Disease - upregulates - Gene	DuG	2	4
CtDuGdCtD	Compound - downregulates - Gene	CdG	3	4
CtDuGdCtD	Compound - treats - Disease	CtD	4	4
CtDuGdDrD	Compound - treats - Disease	CtD	1	4
CtDuGdDrD	Disease - upregulates - Gene	DuG	2	4
CtDuGdDrD	Disease - downregulates - Gene	DdG	3	4
CtDuGdDrD	Disease - resembles - Disease	DrD	4	4
CtDuGeAlD	Compound - treats - Disease	CtD	1	4
CtDuGeAlD	Disease - upregulates - Gene	DuG	2	4
CtDuGeAlD	Anatomy - expresses - Gene	AeG	3	4
CtDuGeAlD	Disease - localizes - Anatomy	DlA	4	4
CtDuGiGaD	Compound - treats - Disease	CtD	1	4
CtDuGiGaD	Disease - upregulates - Gene	DuG	2	4
CtDuGiGaD	Gene - interacts - Gene	GiG	3	4
CtDuGiGaD	Disease - associates - Gene	DaG	4	4
CtDuGiGdD	Compound - treats - Disease	CtD	1	4
CtDuGiGdD	Disease - upregulates - Gene	DuG	2	4
CtDuGiGdD	Gene - interacts - Gene	GiG	3	4
CtDuGiGdD	Disease - downregulates - Gene	DdG	4	4
CtDuGiGuD	Compound - treats - Disease	CtD	1	4
CtDuGiGuD	Disease - upregulates - Gene	DuG	2	4
CtDuGiGuD	Gene - interacts - Gene	GiG	3	4
CtDuGiGuD	Disease - upregulates - Gene	DuG	4	4
CtDuGr>GaD	Compound - treats - Disease	CtD	1	4
CtDuGr>GaD	Disease - upregulates - Gene	DuG	2	4
CtDuGr>GaD	Gene > regulates > Gene	GrG	3	4
CtDuGr>GaD	Disease - associates - Gene	DaG	4	4
CtDuGr>GdD	Compound - treats - Disease	CtD	1	4
CtDuGr>GdD	Disease - upregulates - Gene	DuG	2	4
CtDuGr>GdD	Gene > regulates > Gene	GrG	3	4
CtDuGr>GdD	Disease - downregulates - Gene	DdG	4	4
CtDuGr>GuD	Compound - treats - Disease	CtD	1	4
CtDuGr>GuD	Disease - upregulates - Gene	DuG	2	4
CtDuGr>GuD	Gene > regulates > Gene	GrG	3	4
CtDuGr>GuD	Disease - upregulates - Gene	DuG	4	4
CtDuGuAlD	Compound - treats - Disease	CtD	1	4
CtDuGuAlD	Disease - upregulates - Gene	DuG	2	4
CtDuGuAlD	Anatomy - upregulates - Gene	AuG	3	4
CtDuGuAlD	Disease - localizes - Anatomy	DlA	4	4
CtDuGuCpD	Compound - treats - Disease	CtD	1	4
CtDuGuCpD	Disease - upregulates - Gene	DuG	2	4
CtDuGuCpD	Compound - upregulates - Gene	CuG	3	4
CtDuGuCpD	Compound - palliates - Disease	CpD	4	4
CtDuGuCtD	Compound - treats - Disease	CtD	1	4
CtDuGuCtD	Disease - upregulates - Gene	DuG	2	4
CtDuGuCtD	Compound - upregulates - Gene	CuG	3	4
CtDuGuCtD	Compound - treats - Disease	CtD	4	4
CtDuGuDrD	Compound - treats - Disease	CtD	1	4
CtDuGuDrD	Disease - upregulates - Gene	DuG	2	4
CtDuGuDrD	Disease - upregulates - Gene	DuG	3	4
CtDuGuDrD	Disease - resembles - Disease	DrD	4	4
CuG<rG<rGaD	Compound - upregulates - Gene	CuG	1	4
CuG<rG<rGaD	Gene > regulates > Gene	GrG	2	4
CuG<rG<rGaD	Gene > regulates > Gene	GrG	3	4
CuG<rG<rGaD	Disease - associates - Gene	DaG	4	4
CuG<rG<rGdD	Compound - upregulates - Gene	CuG	1	4
CuG<rG<rGdD	Gene > regulates > Gene	GrG	2	4
CuG<rG<rGdD	Gene > regulates > Gene	GrG	3	4
CuG<rG<rGdD	Disease - downregulates - Gene	DdG	4	4
CuG<rG<rGuD	Compound - upregulates - Gene	CuG	1	4
CuG<rG<rGuD	Gene > regulates > Gene	GrG	2	4
CuG<rG<rGuD	Gene > regulates > Gene	GrG	3	4
CuG<rG<rGuD	Disease - upregulates - Gene	DuG	4	4
CuG<rGaDrD	Compound - upregulates - Gene	CuG	1	4
CuG<rGaDrD	Gene > regulates > Gene	GrG	2	4
CuG<rGaDrD	Disease - associates - Gene	DaG	3	4
CuG<rGaDrD	Disease - resembles - Disease	DrD	4	4
CuG<rGbCpD	Compound - upregulates - Gene	CuG	1	4
CuG<rGbCpD	Gene > regulates > Gene	GrG	2	4
CuG<rGbCpD	Compound - binds - Gene	CbG	3	4
CuG<rGbCpD	Compound - palliates - Disease	CpD	4	4
CuG<rGbCtD	Compound - upregulates - Gene	CuG	1	4
CuG<rGbCtD	Gene > regulates > Gene	GrG	2	4
CuG<rGbCtD	Compound - binds - Gene	CbG	3	4
CuG<rGbCtD	Compound - treats - Disease	CtD	4	4
CuG<rGcGaD	Compound - upregulates - Gene	CuG	1	4
CuG<rGcGaD	Gene > regulates > Gene	GrG	2	4
CuG<rGcGaD	Gene - covaries - Gene	GcG	3	4
CuG<rGcGaD	Disease - associates - Gene	DaG	4	4
CuG<rGcGdD	Compound - upregulates - Gene	CuG	1	4
CuG<rGcGdD	Gene > regulates > Gene	GrG	2	4
CuG<rGcGdD	Gene - covaries - Gene	GcG	3	4
CuG<rGcGdD	Disease - downregulates - Gene	DdG	4	4
CuG<rGcGuD	Compound - upregulates - Gene	CuG	1	4
CuG<rGcGuD	Gene > regulates > Gene	GrG	2	4
CuG<rGcGuD	Gene - covaries - Gene	GcG	3	4
CuG<rGcGuD	Disease - upregulates - Gene	DuG	4	4
CuG<rGdAlD	Compound - upregulates - Gene	CuG	1	4
CuG<rGdAlD	Gene > regulates > Gene	GrG	2	4
CuG<rGdAlD	Anatomy - downregulates - Gene	AdG	3	4
CuG<rGdAlD	Disease - localizes - Anatomy	DlA	4	4
CuG<rGdCpD	Compound - upregulates - Gene	CuG	1	4
CuG<rGdCpD	Gene > regulates > Gene	GrG	2	4
CuG<rGdCpD	Compound - downregulates - Gene	CdG	3	4
CuG<rGdCpD	Compound - palliates - Disease	CpD	4	4
CuG<rGdCtD	Compound - upregulates - Gene	CuG	1	4
CuG<rGdCtD	Gene > regulates > Gene	GrG	2	4
CuG<rGdCtD	Compound - downregulates - Gene	CdG	3	4
CuG<rGdCtD	Compound - treats - Disease	CtD	4	4
CuG<rGdDrD	Compound - upregulates - Gene	CuG	1	4
CuG<rGdDrD	Gene > regulates > Gene	GrG	2	4
CuG<rGdDrD	Disease - downregulates - Gene	DdG	3	4
CuG<rGdDrD	Disease - resembles - Disease	DrD	4	4
CuG<rGeAlD	Compound - upregulates - Gene	CuG	1	4
CuG<rGeAlD	Gene > regulates > Gene	GrG	2	4
CuG<rGeAlD	Anatomy - expresses - Gene	AeG	3	4
CuG<rGeAlD	Disease - localizes - Anatomy	DlA	4	4
CuG<rGiGaD	Compound - upregulates - Gene	CuG	1	4
CuG<rGiGaD	Gene > regulates > Gene	GrG	2	4
CuG<rGiGaD	Gene - interacts - Gene	GiG	3	4
CuG<rGiGaD	Disease - associates - Gene	DaG	4	4
CuG<rGiGdD	Compound - upregulates - Gene	CuG	1	4
CuG<rGiGdD	Gene > regulates > Gene	GrG	2	4
CuG<rGiGdD	Gene - interacts - Gene	GiG	3	4
CuG<rGiGdD	Disease - downregulates - Gene	DdG	4	4
CuG<rGiGuD	Compound - upregulates - Gene	CuG	1	4
CuG<rGiGuD	Gene > regulates > Gene	GrG	2	4
CuG<rGiGuD	Gene - interacts - Gene	GiG	3	4
CuG<rGiGuD	Disease - upregulates - Gene	DuG	4	4
CuG<rGr>GaD	Compound - upregulates - Gene	CuG	1	4
CuG<rGr>GaD	Gene > regulates > Gene	GrG	2	4
CuG<rGr>GaD	Gene > regulates > Gene	GrG	3	4
CuG<rGr>GaD	Disease - associates - Gene	DaG	4	4
CuG<rGr>GdD	Compound - upregulates - Gene	CuG	1	4
CuG<rGr>GdD	Gene > regulates > Gene	GrG	2	4
CuG<rGr>GdD	Gene > regulates > Gene	GrG	3	4
CuG<rGr>GdD	Disease - downregulates - Gene	DdG	4	4
CuG<rGr>GuD	Compound - upregulates - Gene	CuG	1	4
CuG<rGr>GuD	Gene > regulates > Gene	GrG	2	4
CuG<rGr>GuD	Gene > regulates > Gene	GrG	3	4
CuG<rGr>GuD	Disease - upregulates - Gene	DuG	4	4
CuG<rGuAlD	Compound - upregulates - Gene	CuG	1	4
CuG<rGuAlD	Gene > regulates > Gene	GrG	2	4
CuG<rGuAlD	Anatomy - upregulates - Gene	AuG	3	4
CuG<rGuAlD	Disease - localizes - Anatomy	DlA	4	4
CuG<rGuCpD	Compound - upregulates - Gene	CuG	1	4
CuG<rGuCpD	Gene > regulates > Gene	GrG	2	4
CuG<rGuCpD	Compound - upregulates - Gene	CuG	3	4
CuG<rGuCpD	Compound - palliates - Disease	CpD	4	4
CuG<rGuCtD	Compound - upregulates - Gene	CuG	1	4
CuG<rGuCtD	Gene > regulates > Gene	GrG	2	4
CuG<rGuCtD	Compound - upregulates - Gene	CuG	3	4
CuG<rGuCtD	Compound - treats - Disease	CtD	4	4
CuG<rGuDrD	Compound - upregulates - Gene	CuG	1	4
CuG<rGuDrD	Gene > regulates > Gene	GrG	2	4
CuG<rGuDrD	Disease - upregulates - Gene	DuG	3	4
CuG<rGuDrD	Disease - resembles - Disease	DrD	4	4
CuGaDaGaD	Compound - upregulates - Gene	CuG	1	4
CuGaDaGaD	Disease - associates - Gene	DaG	2	4
CuGaDaGaD	Disease - associates - Gene	DaG	3	4
CuGaDaGaD	Disease - associates - Gene	DaG	4	4
CuGaDaGdD	Compound - upregulates - Gene	CuG	1	4
CuGaDaGdD	Disease - associates - Gene	DaG	2	4
CuGaDaGdD	Disease - associates - Gene	DaG	3	4
CuGaDaGdD	Disease - downregulates - Gene	DdG	4	4
CuGaDaGuD	Compound - upregulates - Gene	CuG	1	4
CuGaDaGuD	Disease - associates - Gene	DaG	2	4
CuGaDaGuD	Disease - associates - Gene	DaG	3	4
CuGaDaGuD	Disease - upregulates - Gene	DuG	4	4
CuGaDdGaD	Compound - upregulates - Gene	CuG	1	4
CuGaDdGaD	Disease - associates - Gene	DaG	2	4
CuGaDdGaD	Disease - downregulates - Gene	DdG	3	4
CuGaDdGaD	Disease - associates - Gene	DaG	4	4
CuGaDdGdD	Compound - upregulates - Gene	CuG	1	4
CuGaDdGdD	Disease - associates - Gene	DaG	2	4
CuGaDdGdD	Disease - downregulates - Gene	DdG	3	4
CuGaDdGdD	Disease - downregulates - Gene	DdG	4	4
CuGaDdGuD	Compound - upregulates - Gene	CuG	1	4
CuGaDdGuD	Disease - associates - Gene	DaG	2	4
CuGaDdGuD	Disease - downregulates - Gene	DdG	3	4
CuGaDdGuD	Disease - upregulates - Gene	DuG	4	4
CuGaDlAlD	Compound - upregulates - Gene	CuG	1	4
CuGaDlAlD	Disease - associates - Gene	DaG	2	4
CuGaDlAlD	Disease - localizes - Anatomy	DlA	3	4
CuGaDlAlD	Disease - localizes - Anatomy	DlA	4	4
CuGaDpCpD	Compound - upregulates - Gene	CuG	1	4
CuGaDpCpD	Disease - associates - Gene	DaG	2	4
CuGaDpCpD	Compound - palliates - Disease	CpD	3	4
CuGaDpCpD	Compound - palliates - Disease	CpD	4	4
CuGaDpCtD	Compound - upregulates - Gene	CuG	1	4
CuGaDpCtD	Disease - associates - Gene	DaG	2	4
CuGaDpCtD	Compound - palliates - Disease	CpD	3	4
CuGaDpCtD	Compound - treats - Disease	CtD	4	4
CuGaDpSpD	Compound - upregulates - Gene	CuG	1	4
CuGaDpSpD	Disease - associates - Gene	DaG	2	4
CuGaDpSpD	Disease - presents - Symptom	DpS	3	4
CuGaDpSpD	Disease - presents - Symptom	DpS	4	4
CuGaDrDrD	Compound - upregulates - Gene	CuG	1	4
CuGaDrDrD	Disease - associates - Gene	DaG	2	4
CuGaDrDrD	Disease - resembles - Disease	DrD	3	4
CuGaDrDrD	Disease - resembles - Disease	DrD	4	4
CuGaDtCpD	Compound - upregulates - Gene	CuG	1	4
CuGaDtCpD	Disease - associates - Gene	DaG	2	4
CuGaDtCpD	Compound - treats - Disease	CtD	3	4
CuGaDtCpD	Compound - palliates - Disease	CpD	4	4
CuGaDtCtD	Compound - upregulates - Gene	CuG	1	4
CuGaDtCtD	Disease - associates - Gene	DaG	2	4
CuGaDtCtD	Compound - treats - Disease	CtD	3	4
CuGaDtCtD	Compound - treats - Disease	CtD	4	4
CuGaDuGaD	Compound - upregulates - Gene	CuG	1	4
CuGaDuGaD	Disease - associates - Gene	DaG	2	4
CuGaDuGaD	Disease - upregulates - Gene	DuG	3	4
CuGaDuGaD	Disease - associates - Gene	DaG	4	4
CuGaDuGdD	Compound - upregulates - Gene	CuG	1	4
CuGaDuGdD	Disease - associates - Gene	DaG	2	4
CuGaDuGdD	Disease - upregulates - Gene	DuG	3	4
CuGaDuGdD	Disease - downregulates - Gene	DdG	4	4
CuGaDuGuD	Compound - upregulates - Gene	CuG	1	4
CuGaDuGuD	Disease - associates - Gene	DaG	2	4
CuGaDuGuD	Disease - upregulates - Gene	DuG	3	4
CuGaDuGuD	Disease - upregulates - Gene	DuG	4	4
CuGbCbGaD	Compound - upregulates - Gene	CuG	1	4
CuGbCbGaD	Compound - binds - Gene	CbG	2	4
CuGbCbGaD	Compound - binds - Gene	CbG	3	4
CuGbCbGaD	Disease - associates - Gene	DaG	4	4
CuGbCbGdD	Compound - upregulates - Gene	CuG	1	4
CuGbCbGdD	Compound - binds - Gene	CbG	2	4
CuGbCbGdD	Compound - binds - Gene	CbG	3	4
CuGbCbGdD	Disease - downregulates - Gene	DdG	4	4
CuGbCbGuD	Compound - upregulates - Gene	CuG	1	4
CuGbCbGuD	Compound - binds - Gene	CbG	2	4
CuGbCbGuD	Compound - binds - Gene	CbG	3	4
CuGbCbGuD	Disease - upregulates - Gene	DuG	4	4
CuGbCdGaD	Compound - upregulates - Gene	CuG	1	4
CuGbCdGaD	Compound - binds - Gene	CbG	2	4
CuGbCdGaD	Compound - downregulates - Gene	CdG	3	4
CuGbCdGaD	Disease - associates - Gene	DaG	4	4
CuGbCdGdD	Compound - upregulates - Gene	CuG	1	4
CuGbCdGdD	Compound - binds - Gene	CbG	2	4
CuGbCdGdD	Compound - downregulates - Gene	CdG	3	4
CuGbCdGdD	Disease - downregulates - Gene	DdG	4	4
CuGbCdGuD	Compound - upregulates - Gene	CuG	1	4
CuGbCdGuD	Compound - binds - Gene	CbG	2	4
CuGbCdGuD	Compound - downregulates - Gene	CdG	3	4
CuGbCdGuD	Disease - upregulates - Gene	DuG	4	4
CuGbCpDrD	Compound - upregulates - Gene	CuG	1	4
CuGbCpDrD	Compound - binds - Gene	CbG	2	4
CuGbCpDrD	Compound - palliates - Disease	CpD	3	4
CuGbCpDrD	Disease - resembles - Disease	DrD	4	4
CuGbCrCpD	Compound - upregulates - Gene	CuG	1	4
CuGbCrCpD	Compound - binds - Gene	CbG	2	4
CuGbCrCpD	Compound - resembles - Compound	CrC	3	4
CuGbCrCpD	Compound - palliates - Disease	CpD	4	4
CuGbCrCtD	Compound - upregulates - Gene	CuG	1	4
CuGbCrCtD	Compound - binds - Gene	CbG	2	4
CuGbCrCtD	Compound - resembles - Compound	CrC	3	4
CuGbCrCtD	Compound - treats - Disease	CtD	4	4
CuGbCtDrD	Compound - upregulates - Gene	CuG	1	4
CuGbCtDrD	Compound - binds - Gene	CbG	2	4
CuGbCtDrD	Compound - treats - Disease	CtD	3	4
CuGbCtDrD	Disease - resembles - Disease	DrD	4	4
CuGbCuGaD	Compound - upregulates - Gene	CuG	1	4
CuGbCuGaD	Compound - binds - Gene	CbG	2	4
CuGbCuGaD	Compound - upregulates - Gene	CuG	3	4
CuGbCuGaD	Disease - associates - Gene	DaG	4	4
CuGbCuGdD	Compound - upregulates - Gene	CuG	1	4
CuGbCuGdD	Compound - binds - Gene	CbG	2	4
CuGbCuGdD	Compound - upregulates - Gene	CuG	3	4
CuGbCuGdD	Disease - downregulates - Gene	DdG	4	4
CuGbCuGuD	Compound - upregulates - Gene	CuG	1	4
CuGbCuGuD	Compound - binds - Gene	CbG	2	4
CuGbCuGuD	Compound - upregulates - Gene	CuG	3	4
CuGbCuGuD	Disease - upregulates - Gene	DuG	4	4
CuGcG<rGaD	Compound - upregulates - Gene	CuG	1	4
CuGcG<rGaD	Gene - covaries - Gene	GcG	2	4
CuGcG<rGaD	Gene > regulates > Gene	GrG	3	4
CuGcG<rGaD	Disease - associates - Gene	DaG	4	4
CuGcG<rGdD	Compound - upregulates - Gene	CuG	1	4
CuGcG<rGdD	Gene - covaries - Gene	GcG	2	4
CuGcG<rGdD	Gene > regulates > Gene	GrG	3	4
CuGcG<rGdD	Disease - downregulates - Gene	DdG	4	4
CuGcG<rGuD	Compound - upregulates - Gene	CuG	1	4
CuGcG<rGuD	Gene - covaries - Gene	GcG	2	4
CuGcG<rGuD	Gene > regulates > Gene	GrG	3	4
CuGcG<rGuD	Disease - upregulates - Gene	DuG	4	4
CuGcGaDrD	Compound - upregulates - Gene	CuG	1	4
CuGcGaDrD	Gene - covaries - Gene	GcG	2	4
CuGcGaDrD	Disease - associates - Gene	DaG	3	4
CuGcGaDrD	Disease - resembles - Disease	DrD	4	4
CuGcGbCpD	Compound - upregulates - Gene	CuG	1	4
CuGcGbCpD	Gene - covaries - Gene	GcG	2	4
CuGcGbCpD	Compound - binds - Gene	CbG	3	4
CuGcGbCpD	Compound - palliates - Disease	CpD	4	4
CuGcGbCtD	Compound - upregulates - Gene	CuG	1	4
CuGcGbCtD	Gene - covaries - Gene	GcG	2	4
CuGcGbCtD	Compound - binds - Gene	CbG	3	4
CuGcGbCtD	Compound - treats - Disease	CtD	4	4
CuGcGcGaD	Compound - upregulates - Gene	CuG	1	4
CuGcGcGaD	Gene - covaries - Gene	GcG	2	4
CuGcGcGaD	Gene - covaries - Gene	GcG	3	4
CuGcGcGaD	Disease - associates - Gene	DaG	4	4
CuGcGcGdD	Compound - upregulates - Gene	CuG	1	4
CuGcGcGdD	Gene - covaries - Gene	GcG	2	4
CuGcGcGdD	Gene - covaries - Gene	GcG	3	4
CuGcGcGdD	Disease - downregulates - Gene	DdG	4	4
CuGcGcGuD	Compound - upregulates - Gene	CuG	1	4
CuGcGcGuD	Gene - covaries - Gene	GcG	2	4
CuGcGcGuD	Gene - covaries - Gene	GcG	3	4
CuGcGcGuD	Disease - upregulates - Gene	DuG	4	4
CuGcGdAlD	Compound - upregulates - Gene	CuG	1	4
CuGcGdAlD	Gene - covaries - Gene	GcG	2	4
CuGcGdAlD	Anatomy - downregulates - Gene	AdG	3	4
CuGcGdAlD	Disease - localizes - Anatomy	DlA	4	4
CuGcGdCpD	Compound - upregulates - Gene	CuG	1	4
CuGcGdCpD	Gene - covaries - Gene	GcG	2	4
CuGcGdCpD	Compound - downregulates - Gene	CdG	3	4
CuGcGdCpD	Compound - palliates - Disease	CpD	4	4
CuGcGdCtD	Compound - upregulates - Gene	CuG	1	4
CuGcGdCtD	Gene - covaries - Gene	GcG	2	4
CuGcGdCtD	Compound - downregulates - Gene	CdG	3	4
CuGcGdCtD	Compound - treats - Disease	CtD	4	4
CuGcGdDrD	Compound - upregulates - Gene	CuG	1	4
CuGcGdDrD	Gene - covaries - Gene	GcG	2	4
CuGcGdDrD	Disease - downregulates - Gene	DdG	3	4
CuGcGdDrD	Disease - resembles - Disease	DrD	4	4
CuGcGeAlD	Compound - upregulates - Gene	CuG	1	4
CuGcGeAlD	Gene - covaries - Gene	GcG	2	4
CuGcGeAlD	Anatomy - expresses - Gene	AeG	3	4
CuGcGeAlD	Disease - localizes - Anatomy	DlA	4	4
CuGcGiGaD	Compound - upregulates - Gene	CuG	1	4
CuGcGiGaD	Gene - covaries - Gene	GcG	2	4
CuGcGiGaD	Gene - interacts - Gene	GiG	3	4
CuGcGiGaD	Disease - associates - Gene	DaG	4	4
CuGcGiGdD	Compound - upregulates - Gene	CuG	1	4
CuGcGiGdD	Gene - covaries - Gene	GcG	2	4
CuGcGiGdD	Gene - interacts - Gene	GiG	3	4
CuGcGiGdD	Disease - downregulates - Gene	DdG	4	4
CuGcGiGuD	Compound - upregulates - Gene	CuG	1	4
CuGcGiGuD	Gene - covaries - Gene	GcG	2	4
CuGcGiGuD	Gene - interacts - Gene	GiG	3	4
CuGcGiGuD	Disease - upregulates - Gene	DuG	4	4
CuGcGr>GaD	Compound - upregulates - Gene	CuG	1	4
CuGcGr>GaD	Gene - covaries - Gene	GcG	2	4
CuGcGr>GaD	Gene > regulates > Gene	GrG	3	4
CuGcGr>GaD	Disease - associates - Gene	DaG	4	4
CuGcGr>GdD	Compound - upregulates - Gene	CuG	1	4
CuGcGr>GdD	Gene - covaries - Gene	GcG	2	4
CuGcGr>GdD	Gene > regulates > Gene	GrG	3	4
CuGcGr>GdD	Disease - downregulates - Gene	DdG	4	4
CuGcGr>GuD	Compound - upregulates - Gene	CuG	1	4
CuGcGr>GuD	Gene - covaries - Gene	GcG	2	4
CuGcGr>GuD	Gene > regulates > Gene	GrG	3	4
CuGcGr>GuD	Disease - upregulates - Gene	DuG	4	4
CuGcGuAlD	Compound - upregulates - Gene	CuG	1	4
CuGcGuAlD	Gene - covaries - Gene	GcG	2	4
CuGcGuAlD	Anatomy - upregulates - Gene	AuG	3	4
CuGcGuAlD	Disease - localizes - Anatomy	DlA	4	4
CuGcGuCpD	Compound - upregulates - Gene	CuG	1	4
CuGcGuCpD	Gene - covaries - Gene	GcG	2	4
CuGcGuCpD	Compound - upregulates - Gene	CuG	3	4
CuGcGuCpD	Compound - palliates - Disease	CpD	4	4
CuGcGuCtD	Compound - upregulates - Gene	CuG	1	4
CuGcGuCtD	Gene - covaries - Gene	GcG	2	4
CuGcGuCtD	Compound - upregulates - Gene	CuG	3	4
CuGcGuCtD	Compound - treats - Disease	CtD	4	4
CuGcGuDrD	Compound - upregulates - Gene	CuG	1	4
CuGcGuDrD	Gene - covaries - Gene	GcG	2	4
CuGcGuDrD	Disease - upregulates - Gene	DuG	3	4
CuGcGuDrD	Disease - resembles - Disease	DrD	4	4
CuGdAdGaD	Compound - upregulates - Gene	CuG	1	4
CuGdAdGaD	Anatomy - downregulates - Gene	AdG	2	4
CuGdAdGaD	Anatomy - downregulates - Gene	AdG	3	4
CuGdAdGaD	Disease - associates - Gene	DaG	4	4
CuGdAdGdD	Compound - upregulates - Gene	CuG	1	4
CuGdAdGdD	Anatomy - downregulates - Gene	AdG	2	4
CuGdAdGdD	Anatomy - downregulates - Gene	AdG	3	4
CuGdAdGdD	Disease - downregulates - Gene	DdG	4	4
CuGdAdGuD	Compound - upregulates - Gene	CuG	1	4
CuGdAdGuD	Anatomy - downregulates - Gene	AdG	2	4
CuGdAdGuD	Anatomy - downregulates - Gene	AdG	3	4
CuGdAdGuD	Disease - upregulates - Gene	DuG	4	4
