hetnet	metapath	nonzero	auroc	auprc	mean_PC	seconds_per_query	permuted
hetio-ind_perm-3	CdGbCrCtD	0.197	0.593	0.332	1.81	0.0113	1
hetio-ind_perm-3	CdGbCtD	0.104	0.57	0.338	0.292	0.0117	1
hetio-ind_perm-3	CdGbCtDrD	0.148	0.549	0.276	0.893	0.0117	1
hetio-ind_perm-3	CdGbCuGaD	0.279	0.576	0.308	12.8	0.0149	1
hetio-ind_perm-3	CdGbCuGdD	0.145	0.547	0.271	27.6	0.0178	1
hetio-ind_perm-3	CdGbCuGuD	0.152	0.553	0.277	33.3	0.0181	1
hetio-ind_perm-3	CdGcG<rGaD	0.562	0.6	0.321	177	0.0327	1
hetio-ind_perm-3	CdGcG<rGdD	0.273	0.567	0.265	242	0.0376	1
hetio-ind_perm-3	CdGcG<rGuD	0.271	0.57	0.268	297	0.0428	1
hetio-ind_perm-3	CdGcGaD	0.239	0.592	0.329	2.51	0.0149	1
hetio-ind_perm-3	CdGcGaDrD	0.364	0.569	0.266	9.14	0.0154	1
hetio-ind_perm-3	CdGcGbCpD	0.0813	0.553	0.323	0.617	0.0126	1
hetio-ind_perm-3	CdGcGbCtD	0.199	0.598	0.337	2.66	0.0141	1
hetio-ind_perm-3	CdGcGcGaD	0.564	0.606	0.331	158	0.0243	1
hetio-ind_perm-3	CdGcGcGdD	0.296	0.575	0.269	685	0.043	1
hetio-ind_perm-3	CdGcGcGuD	0.29	0.57	0.269	674	0.0429	1
hetio-ind_perm-3	CdGcGdAlD	0.565	0.586	0.275	196	0.0332	1
hetio-ind_perm-3	CdGcGdCpD	0.0819	0.538	0.286	1.06	0.012	1
hetio-ind_perm-3	CdGcGdCtD	0.371	0.623	0.36	26.8	0.0175	1
hetio-ind_perm-3	CdGcGdD	0.19	0.555	0.269	10.8	0.0241	1
hetio-ind_perm-3	CdGcGdDrD	0.379	0.564	0.271	44	0.0203	1
hetio-ind_perm-3	CdGcGeAlD	0.628	0.579	0.271	1.06e+03	0.114	1
hetio-ind_perm-3	CdGcGiGaD	0.55	0.607	0.325	119	0.0277	1
hetio-ind_perm-3	CdGcGiGdD	0.27	0.567	0.265	211	0.0346	1
hetio-ind_perm-3	CdGcGiGuD	0.274	0.575	0.273	233	0.0354	1
hetio-ind_perm-3	CdGcGr>GaD	0.531	0.604	0.327	115	0.0267	1
hetio-ind_perm-3	CdGcGr>GdD	0.261	0.568	0.268	228	0.0365	1
hetio-ind_perm-3	CdGcGr>GuD	0.269	0.577	0.275	313	0.0452	1
hetio-ind_perm-3	CdGcGuAlD	0.575	0.581	0.275	188	0.0333	1
hetio-ind_perm-3	CdGcGuCpD	0.075	0.53	0.277	0.999	0.0126	1
hetio-ind_perm-3	CdGcGuCtD	0.379	0.636	0.366	29.3	0.0167	1
hetio-ind_perm-3	CdGcGuD	0.186	0.552	0.268	10.8	0.0237	1
hetio-ind_perm-3	CdGcGuDrD	0.394	0.567	0.27	43	0.0217	1
hetio-ind_perm-3	CdGdAdGaD	0.666	0.61	0.333	1.33e+04	0.458	1
hetio-ind_perm-3	CdGdAdGdD	0.339	0.583	0.273	4.32e+04	1.48	1
hetio-ind_perm-3	CdGdAdGuD	0.338	0.595	0.281	4.38e+04	1.53	1
hetio-ind_perm-3	CdGdAeGaD	0.666	0.61	0.332	3.74e+04	1.34	1
hetio-ind_perm-3	CdGdAeGdD	0.339	0.583	0.272	1.18e+05	4.05	1
hetio-ind_perm-3	CdGdAeGuD	0.346	0.601	0.283	1.28e+05	4.44	1
hetio-ind_perm-3	CdGdAlD	0.533	0.585	0.279	37.1	0.0313	1
hetio-ind_perm-3	CdGdAlDrD	0.611	0.57	0.263	311	0.0258	1
hetio-ind_perm-3	CdGdAuGaD	0.666	0.611	0.333	1.2e+04	0.445	1
hetio-ind_perm-3	CdGdAuGdD	0.338	0.583	0.273	3.8e+04	1.35	1
hetio-ind_perm-3	CdGdAuGuD	0.338	0.595	0.281	4.2e+04	1.52	1
hetio-ind_perm-3	CdGdCbGaD	0.657	0.618	0.333	911	0.0523	1
hetio-ind_perm-3	CdGdCbGdD	0.294	0.577	0.271	632	0.039	1
hetio-ind_perm-3	CdGdCbGuD	0.294	0.572	0.266	478	0.0337	1
hetio-ind_perm-3	CdGdCdGaD	0.672	0.619	0.339	7.61e+03	0.302	1
hetio-ind_perm-3	CdGdCdGdD	0.324	0.579	0.269	2.15e+04	0.789	1
hetio-ind_perm-3	CdGdCdGuD	0.353	0.602	0.281	2.93e+04	1.11	1
hetio-ind_perm-3	CdGdCpD	0.16	0.556	0.281	2.59	0.0122	1
hetio-ind_perm-3	CdGdCpDrD	0.374	0.536	0.242	15.2	0.0178	1
hetio-ind_perm-3	CdGdCrCpD	0.232	0.569	0.277	22.3	0.0174	1
hetio-ind_perm-3	CdGdCrCtD	0.56	0.649	0.365	78.5	0.0232	1
hetio-ind_perm-3	CdGdCtD	0.522	0.645	0.356	50.4	0.0165	1
hetio-ind_perm-3	CdGdCtDrD	0.55	0.572	0.263	138	0.0245	1
hetio-ind_perm-3	CdGdCuGaD	0.672	0.616	0.336	9.47e+03	0.368	1
hetio-ind_perm-3	CdGdCuGdD	0.334	0.583	0.272	2.05e+04	0.755	1
hetio-ind_perm-3	CdGdCuGuD	0.341	0.595	0.28	2.48e+04	0.929	1
hetio-ind_perm-3	CdGdD	0.137	0.534	0.258	2.18	0.0135	1
hetio-ind_perm-3	CdGdDaGaD	0.664	0.61	0.331	2e+03	0.092	1
hetio-ind_perm-3	CdGdDaGdD	0.3	0.574	0.269	1.04e+03	0.0518	1
hetio-ind_perm-3	CdGdDaGuD	0.3	0.577	0.274	1.36e+03	0.0646	1
hetio-ind_perm-3	CdGdDdGaD	0.667	0.613	0.335	5.37e+03	0.213	1
hetio-ind_perm-3	CdGdDdGdD	0.332	0.583	0.275	1.94e+04	0.723	1
hetio-ind_perm-3	CdGdDdGuD	0.339	0.597	0.283	1.73e+04	0.652	1
hetio-ind_perm-3	CdGdDlAlD	0.648	0.594	0.291	379	0.0291	1
hetio-ind_perm-3	CdGdDpCpD	0.189	0.568	0.292	9.52	0.0123	1
hetio-ind_perm-3	CdGdDpCtD	0.291	0.634	0.334	13.1	0.0139	1
hetio-ind_perm-3	CdGdDpSpD	0.647	0.592	0.283	488	0.0367	1
hetio-ind_perm-3	CdGdDrD	0.315	0.566	0.273	9.03	0.018	1
hetio-ind_perm-3	CdGdDrDrD	0.578	0.571	0.264	101	0.0191	1
hetio-ind_perm-3	CdGdDtCpD	0.121	0.544	0.292	5.1	0.0118	1
hetio-ind_perm-3	CdGdDtCtD	0.534	0.639	0.353	118	0.019	1
hetio-ind_perm-3	CdGdDuGaD	0.666	0.612	0.335	6.54e+03	0.259	1
hetio-ind_perm-3	CdGdDuGdD	0.334	0.582	0.272	1.65e+04	0.624	1
hetio-ind_perm-3	CdGdDuGuD	0.349	0.604	0.286	2.29e+04	0.866	1
hetio-ind_perm-3	CdGeAdGaD	0.673	0.614	0.334	4.8e+04	1.74	1
hetio-ind_perm-3	CdGeAdGdD	0.342	0.584	0.273	1.55e+05	5.25	1
hetio-ind_perm-3	CdGeAdGuD	0.341	0.596	0.281	1.57e+05	5.52	1
hetio-ind_perm-3	CdGeAeGaD	0.673	0.613	0.334	2.39e+05	8.32	1
hetio-ind_perm-3	CdGeAeGdD	0.342	0.584	0.272	7.45e+05	24	1
hetio-ind_perm-3	CdGeAeGuD	0.353	0.603	0.283	8.04e+05	25.6	1
hetio-ind_perm-3	CdGeAlD	0.648	0.585	0.277	269	0.11	1
hetio-ind_perm-3	CdGeAlDrD	0.641	0.572	0.262	2.12e+03	0.086	1
hetio-ind_perm-3	CdGeAuGaD	0.673	0.614	0.335	4.71e+04	1.46	1
hetio-ind_perm-3	CdGeAuGdD	0.342	0.584	0.272	1.49e+05	4.45	1
hetio-ind_perm-3	CdGeAuGuD	0.341	0.597	0.281	1.65e+05	5	1
hetio-ind_perm-3	CdGiG<rGaD	0.659	0.611	0.331	2.26e+03	0.103	1
hetio-ind_perm-3	CdGiG<rGdD	0.32	0.581	0.276	3.07e+03	0.126	1
hetio-ind_perm-3	CdGiG<rGuD	0.325	0.591	0.279	3.77e+03	0.156	1
hetio-ind_perm-3	CdGiGaD	0.523	0.61	0.334	43	0.026	1
hetio-ind_perm-3	CdGiGaDrD	0.575	0.567	0.264	172	0.0254	1
hetio-ind_perm-3	CdGiGbCpD	0.189	0.583	0.308	5.73	0.016	1
hetio-ind_perm-3	CdGiGbCtD	0.419	0.635	0.365	21.8	0.0206	1
hetio-ind_perm-3	CdGiGcGaD	0.551	0.616	0.338	102	0.0242	1
hetio-ind_perm-3	CdGiGcGdD	0.296	0.574	0.272	424	0.0352	1
hetio-ind_perm-3	CdGiGcGuD	0.295	0.579	0.277	426	0.0364	1
hetio-ind_perm-3	CdGiGdAlD	0.626	0.592	0.279	1.36e+03	0.0734	1
hetio-ind_perm-3	CdGiGdCpD	0.189	0.561	0.274	16	0.0164	1
hetio-ind_perm-3	CdGiGdCtD	0.551	0.647	0.377	417	0.0342	1
hetio-ind_perm-3	CdGiGdD	0.267	0.571	0.272	78.4	0.0344	1
hetio-ind_perm-3	CdGiGdDrD	0.472	0.569	0.274	319	0.0326	1
hetio-ind_perm-3	CdGiGeAlD	0.659	0.586	0.277	9.18e+03	0.367	1
hetio-ind_perm-3	CdGiGiGaD	0.669	0.614	0.334	9.48e+03	0.335	1
hetio-ind_perm-3	CdGiGiGdD	0.333	0.583	0.273	2.13e+04	0.695	1
hetio-ind_perm-3	CdGiGiGuD	0.348	0.602	0.283	2.36e+04	0.787	1
hetio-ind_perm-3	CdGiGr>GaD	0.664	0.614	0.335	2.31e+03	0.103	1
hetio-ind_perm-3	CdGiGr>GdD	0.322	0.583	0.275	4.68e+03	0.178	1
hetio-ind_perm-3	CdGiGr>GuD	0.34	0.6	0.284	6.33e+03	0.24	1
hetio-ind_perm-3	CdGiGuAlD	0.624	0.592	0.282	1.4e+03	0.072	1
hetio-ind_perm-3	CdGiGuCpD	0.171	0.562	0.288	11	0.0168	1
hetio-ind_perm-3	CdGiGuCtD	0.528	0.649	0.379	326	0.0308	1
hetio-ind_perm-3	CdGiGuD	0.265	0.574	0.276	86.4	0.0362	1
hetio-ind_perm-3	CdGiGuDrD	0.472	0.572	0.274	354	0.0326	1
hetio-ind_perm-3	CdGpBPpGaD	0.662	0.61	0.335	2.37e+04	0.819	1
hetio-ind_perm-3	CdGpBPpGdD	0.331	0.582	0.272	2.87e+04	0.954	1
hetio-ind_perm-3	CdGpBPpGuD	0.334	0.595	0.281	3.4e+04	1.18	1
hetio-ind_perm-3	CdGpCCpGaD	0.647	0.614	0.338	2.03e+03	0.0867	1
hetio-ind_perm-3	CdGpCCpGdD	0.317	0.583	0.275	4.18e+03	0.15	1
hetio-ind_perm-3	CdGpCCpGuD	0.322	0.593	0.282	4.7e+03	0.174	1
hetio-ind_perm-3	CdGpMFpGaD	0.652	0.611	0.334	2.18e+03	0.0942	1
hetio-ind_perm-3	CdGpMFpGdD	0.319	0.578	0.271	4.22e+03	0.161	1
hetio-ind_perm-3	CdGpMFpGuD	0.327	0.591	0.279	4.56e+03	0.178	1
hetio-ind_perm-3	CdGpPWpGaD	0.62	0.61	0.331	2.22e+03	0.0988	1
hetio-ind_perm-3	CdGpPWpGdD	0.29	0.579	0.274	2.29e+03	0.0964	1
hetio-ind_perm-3	CdGpPWpGuD	0.301	0.589	0.279	2.93e+03	0.121	1
hetio-ind_perm-3	CdGr>G<rGaD	0.649	0.608	0.334	2.92e+04	1.08	1
hetio-ind_perm-3	CdGr>G<rGdD	0.323	0.581	0.273	4.34e+04	1.53	1
hetio-ind_perm-3	CdGr>G<rGuD	0.33	0.594	0.278	5.28e+04	1.88	1
hetio-ind_perm-3	CdGr>GaD	0.565	0.613	0.336	90.6	0.0285	1
hetio-ind_perm-3	CdGr>GaDrD	0.586	0.567	0.262	357	0.0391	1
hetio-ind_perm-3	CdGr>GbCpD	0.23	0.59	0.305	12.6	0.021	1
hetio-ind_perm-3	CdGr>GbCtD	0.469	0.638	0.362	45.9	0.0274	1
hetio-ind_perm-3	CdGr>GcGaD	0.592	0.616	0.346	236	0.0339	1
hetio-ind_perm-3	CdGr>GcGdD	0.299	0.577	0.27	964	0.057	1
hetio-ind_perm-3	CdGr>GcGuD	0.303	0.58	0.276	953	0.0576	1
hetio-ind_perm-3	CdGr>GdAlD	0.611	0.588	0.278	3.52e+03	0.157	1
hetio-ind_perm-3	CdGr>GdCpD	0.281	0.589	0.29	166	0.0248	1
hetio-ind_perm-3	CdGr>GdCtD	0.596	0.644	0.38	3.53e+03	0.148	1
hetio-ind_perm-3	CdGr>GdD	0.282	0.571	0.269	186	0.0424	1
hetio-ind_perm-3	CdGr>GdDrD	0.48	0.568	0.272	792	0.0528	1
hetio-ind_perm-3	CdGr>GeAlD	0.64	0.584	0.276	2.28e+04	0.849	1
hetio-ind_perm-3	CdGr>GiGaD	0.648	0.61	0.334	3.22e+03	0.144	1
hetio-ind_perm-3	CdGr>GiGdD	0.313	0.578	0.27	5.88e+03	0.232	1
hetio-ind_perm-3	CdGr>GiGuD	0.331	0.598	0.282	6.5e+03	0.26	1
hetio-ind_perm-3	CdGr>Gr>GaD	0.649	0.61	0.334	7.75e+03	0.314	1
hetio-ind_perm-3	CdGr>Gr>GdD	0.321	0.58	0.271	1.58e+04	0.59	1
hetio-ind_perm-3	CdGr>Gr>GuD	0.336	0.599	0.281	2.13e+04	0.784	1
hetio-ind_perm-3	CdGr>GuAlD	0.611	0.589	0.281	3.54e+03	0.154	1
hetio-ind_perm-3	CdGr>GuCpD	0.241	0.589	0.297	95.8	0.0234	1
hetio-ind_perm-3	CdGr>GuCtD	0.583	0.643	0.38	2.49e+03	0.112	1
hetio-ind_perm-3	CdGr>GuD	0.292	0.581	0.275	250	0.0511	1
hetio-ind_perm-3	CdGr>GuDrD	0.479	0.569	0.272	1.03e+03	0.0612	1
hetio-ind_perm-3	CdGrPBrGaD	0.673	0.616	0.338	1.71e+04	0.597	1
hetio-ind_perm-3	CdGrPBrGdD	0.338	0.583	0.272	3.45e+04	1.15	1
hetio-ind_perm-3	CdGrPBrGuD	0.35	0.602	0.284	4.32e+04	1.51	1
hetio-ind_perm-3	CdGuAdGaD	0.668	0.611	0.332	1.31e+04	0.463	1
hetio-ind_perm-3	CdGuAdGdD	0.34	0.583	0.272	4.25e+04	1.42	1
hetio-ind_perm-3	CdGuAdGuD	0.339	0.595	0.28	4.31e+04	1.45	1
hetio-ind_perm-3	CdGuAeGaD	0.668	0.611	0.333	4.05e+04	1.3	1
hetio-ind_perm-3	CdGuAeGdD	0.339	0.583	0.272	1.28e+05	3.93	1
hetio-ind_perm-3	CdGuAeGuD	0.348	0.601	0.282	1.38e+05	4.3	1
hetio-ind_perm-3	CdGuAlD	0.539	0.589	0.281	38.7	0.0318	1
hetio-ind_perm-3	CdGuAlDrD	0.616	0.568	0.26	317	0.0248	1
hetio-ind_perm-3	CdGuAuGaD	0.668	0.611	0.333	1.28e+04	0.427	1
hetio-ind_perm-3	CdGuAuGdD	0.339	0.583	0.272	4.04e+04	1.27	1
hetio-ind_perm-3	CdGuAuGuD	0.339	0.595	0.28	4.47e+04	1.43	1
hetio-ind_perm-3	CdGuCbGaD	0.593	0.607	0.324	209	0.0232	1
hetio-ind_perm-3	CdGuCbGdD	0.257	0.563	0.27	139	0.021	1
hetio-ind_perm-3	CdGuCbGuD	0.249	0.557	0.263	106	0.0197	1
hetio-ind_perm-3	CdGuCdGaD	0.654	0.609	0.333	2.06e+03	0.0848	1
hetio-ind_perm-3	CdGuCdGdD	0.314	0.577	0.272	5.72e+03	0.197	1
hetio-ind_perm-3	CdGuCdGuD	0.336	0.6	0.283	7.83e+03	0.272	1
hetio-ind_perm-3	CdGuCpD	0.058	0.537	0.314	0.475	0.0112	1
hetio-ind_perm-3	CdGuCpDrD	0.189	0.542	0.259	2.85	0.0124	1
hetio-ind_perm-3	CdGuCrCpD	0.128	0.547	0.278	4.78	0.0121	1
hetio-ind_perm-3	CdGuCrCtD	0.351	0.626	0.354	15.9	0.0152	1
hetio-ind_perm-3	CdGuCtD	0.352	0.64	0.379	15	0.0146	1
hetio-ind_perm-3	CdGuCtDrD	0.438	0.569	0.267	35.7	0.0161	1
hetio-ind_perm-3	CdGuCuGaD	0.655	0.606	0.33	2.67e+03	0.106	1
hetio-ind_perm-3	CdGuCuGdD	0.318	0.584	0.277	5.77e+03	0.199	1
hetio-ind_perm-3	CdGuCuGuD	0.328	0.593	0.281	6.96e+03	0.246	1
hetio-ind_perm-3	CdGuD	0.159	0.543	0.264	3.05	0.0125	1
hetio-ind_perm-3	CdGuDaGaD	0.669	0.615	0.336	2.69e+03	0.108	1
hetio-ind_perm-3	CdGuDaGdD	0.307	0.573	0.268	1.41e+03	0.061	1
hetio-ind_perm-3	CdGuDaGuD	0.308	0.579	0.274	1.84e+03	0.0768	1
hetio-ind_perm-3	CdGuDdGaD	0.67	0.615	0.337	7.06e+03	0.256	1
hetio-ind_perm-3	CdGuDdGdD	0.334	0.584	0.273	2.56e+04	0.865	1
hetio-ind_perm-3	CdGuDdGuD	0.34	0.597	0.281	2.28e+04	0.809	1
hetio-ind_perm-3	CdGuDlAlD	0.658	0.594	0.292	516	0.0334	1
hetio-ind_perm-3	CdGuDpCpD	0.212	0.565	0.284	13.2	0.012	1
hetio-ind_perm-3	CdGuDpCtD	0.328	0.639	0.338	17.6	0.0141	1
hetio-ind_perm-3	CdGuDpSpD	0.655	0.591	0.283	659	0.0411	1
hetio-ind_perm-3	CdGuDrD	0.353	0.573	0.279	12.4	0.0196	1
hetio-ind_perm-3	CdGuDrDrD	0.605	0.576	0.266	140	0.02	1
hetio-ind_perm-3	CdGuDtCpD	0.145	0.545	0.282	7.29	0.0121	1
hetio-ind_perm-3	CdGuDtCtD	0.57	0.644	0.359	166	0.0224	1
hetio-ind_perm-3	CdGuDuGaD	0.67	0.615	0.336	8.82e+03	0.327	1
hetio-ind_perm-3	CdGuDuGdD	0.336	0.582	0.271	2.23e+04	0.78	1
hetio-ind_perm-3	CdGuDuGuD	0.352	0.604	0.285	3.09e+04	1.11	1
hetio-ind_perm-3	CpDaG<rGaD	0.157	0.527	0.245	54.5	0.0195	1
hetio-ind_perm-3	CpDaG<rGdD	0.0758	0.527	0.26	69.7	0.0195	1
hetio-ind_perm-3	CpDaG<rGuD	0.0784	0.533	0.271	85.7	0.0204	1
hetio-ind_perm-3	CpDaGaD	0.154	0.526	0.242	3.4	0.0119	1
hetio-ind_perm-3	CpDaGaDrD	0.149	0.525	0.231	15.5	0.0125	1
hetio-ind_perm-3	CpDaGbCpD	0.0638	0.527	0.272	0.531	0.011	1
hetio-ind_perm-3	CpDaGbCtD	0.139	0.536	0.262	2.78	0.011	1
hetio-ind_perm-3	CpDaGcGaD	0.126	0.529	0.253	1.65	0.0123	1
hetio-ind_perm-3	CpDaGcGdD	0.078	0.53	0.28	7.61	0.0159	1
hetio-ind_perm-3	CpDaGdD	0.0577	0.514	0.24	1.46	0.0123	1
hetio-ind_perm-3	CpDaGuD	0.057	0.518	0.253	1.94	0.0118	1
hetio-ind_perm-3	CpDdGaD	0.0919	0.526	0.262	1.41	0.0114	1
hetio-ind_perm-3	CpDdGdD	0.0503	0.52	0.266	4.38	0.015	1
hetio-ind_perm-3	CpDdGuD	0.0501	0.523	0.276	3.72	0.0134	1
hetio-ind_perm-3	CpDlAlD	0.145	0.527	0.236	1.02	0.0112	1
hetio-ind_perm-3	CpDpCpD	0.031	0.511	0.26	0.0503	0.0117	1
hetio-ind_perm-3	CpDpCtD	0.044	0.525	0.297	0.0763	0.0113	1
hetio-ind_perm-3	CpDpSpD	0.146	0.528	0.235	1.39	0.0121	1
hetio-ind_perm-3	CpDrD	0.0138	0.502	0.226	0.0151	0.0112	1
hetio-ind_perm-3	CpDrDrD	0.0758	0.514	0.23	0.175	0.0117	1
hetio-ind_perm-3	CpDtCpD	0.00609	0.499	0.165	0.00742	0.0117	1
hetio-ind_perm-3	CpDtCtD	0.0564	0.514	0.242	0.166	0.0112	1
hetio-ind_perm-3	CpDuGaD	0.0922	0.526	0.258	1.79	0.0119	1
hetio-ind_perm-3	CpDuGdD	0.0466	0.518	0.263	3.64	0.0134	1
hetio-ind_perm-3	CpDuGuD	0.053	0.523	0.27	5.45	0.0156	1
hetio-ind_perm-3	CrCbGaD	0.503	0.582	0.274	2.98	0.0136	1
hetio-ind_perm-3	CrCbGdD	0.224	0.526	0.223	2.17	0.016	1
hetio-ind_perm-3	CrCbGuD	0.208	0.521	0.224	1.58	0.0149	1
hetio-ind_perm-3	CrCdGaD	0.301	0.564	0.263	1.51	0.013	1
hetio-ind_perm-3	CrCdGdD	0.213	0.521	0.224	4.36	0.0208	1
hetio-ind_perm-3	CrCdGuD	0.218	0.521	0.224	5.9	0.0217	1
hetio-ind_perm-3	CrCpD	0.0154	0.503	0.229	0.0164	0.011	1
hetio-ind_perm-3	CrCpDrD	0.0837	0.495	0.189	0.115	0.0116	1
hetio-ind_perm-3	CrCrCpD	0.122	0.523	0.242	0.361	0.0112	1
hetio-ind_perm-3	CrCrCtD	0.343	0.591	0.271	1.1	0.0112	1
hetio-ind_perm-3	CrCtD	0.0562	0.53	0.288	0.0628	0.011	1
hetio-ind_perm-3	CrCtDrD	0.125	0.502	0.206	0.203	0.0113	1
hetio-ind_perm-3	CrCuGaD	0.349	0.557	0.256	2.03	0.0138	1
hetio-ind_perm-3	CrCuGdD	0.208	0.534	0.234	3.84	0.0204	1
hetio-ind_perm-3	CrCuGuD	0.206	0.524	0.228	4.56	0.0209	1
hetio-ind_perm-3	CtDaGaD	0.886	0.506	0.357	32.5	0.0198	1
hetio-ind_perm-3	CtDaGdD	0.411	0.606	0.304	18.9	0.017	1
hetio-ind_perm-3	CtDaGuD	0.415	0.589	0.298	24	0.0192	1
hetio-ind_perm-3	CtDdGaD	0.542	0.697	0.386	14.1	0.0144	1
hetio-ind_perm-3	CtDdGdD	0.277	0.515	0.214	46.9	0.0251	1
hetio-ind_perm-3	CtDdGuD	0.311	0.616	0.338	58.7	0.0236	1
hetio-ind_perm-3	CtDlAlD	0.826	0.482	0.283	7.86	0.0128	1
hetio-ind_perm-3	CtDpCpD	0.0826	0.545	0.295	0.123	0.0114	1
hetio-ind_perm-3	CtDpCtD	0.0866	0.576	0.35	0.119	0.0113	1
hetio-ind_perm-3	CtDpSpD	0.813	0.464	0.26	7.63	0.0126	1
hetio-ind_perm-3	CtDrD	0.0993	0.536	0.26	0.12	0.011	1
hetio-ind_perm-3	CtDrDrD	0.432	0.503	0.216	1.38	0.0116	1
hetio-ind_perm-3	CtDtCpD	0.0901	0.543	0.283	0.143	0.0113	1
hetio-ind_perm-3	CtDtCtD	0.54	0.56	0.322	2.73	0.0115	1
hetio-ind_perm-3	CtDuGaD	0.55	0.673	0.37	18.5	0.0153	1
hetio-ind_perm-3	CtDuGdD	0.302	0.61	0.335	60.2	0.0252	1
hetio-ind_perm-3	CtDuGuD	0.307	0.523	0.218	57.4	0.0259	1
hetio-ind_perm-3	CuG<rGaD	0.621	0.622	0.337	181	0.0358	1
hetio-ind_perm-3	CuG<rGdD	0.297	0.581	0.276	263	0.0438	1
hetio-ind_perm-3	CuG<rGuD	0.3	0.585	0.277	321	0.0501	1
hetio-ind_perm-3	CuGaD	0.189	0.58	0.323	1.04	0.0117	1
hetio-ind_perm-3	CuGaDrD	0.293	0.555	0.26	4.12	0.0129	1
hetio-ind_perm-3	CuGbCpD	0.0551	0.534	0.304	0.141	0.0117	1
hetio-ind_perm-3	CuGbCtD	0.121	0.581	0.359	0.531	0.012	1
hetio-ind_perm-3	CuGcGaD	0.226	0.598	0.333	2.56	0.0152	1
hetio-ind_perm-3	CuGcGdD	0.177	0.552	0.272	11.1	0.0243	1
hetio-ind_perm-3	CuGcGuD	0.175	0.553	0.279	10.9	0.0238	1
hetio-ind_perm-3	CuGdAlD	0.534	0.605	0.29	39.4	0.0329	1
hetio-ind_perm-3	CuGdCpD	0.067	0.532	0.288	0.534	0.0112	1
hetio-ind_perm-3	CuGdCtD	0.336	0.646	0.384	14.8	0.0162	1
hetio-ind_perm-3	CuGdD	0.136	0.554	0.284	2.18	0.0123	1
hetio-ind_perm-3	CuGdDrD	0.31	0.571	0.282	8.62	0.0192	1
hetio-ind_perm-3	CuGeAlD	0.646	0.593	0.282	244	0.111	1
hetio-ind_perm-3	CuGiGaD	0.47	0.62	0.341	32.1	0.0273	1
hetio-ind_perm-3	CuGiGdD	0.251	0.563	0.269	60.1	0.0343	1
hetio-ind_perm-3	CuGiGuD	0.252	0.567	0.274	66.7	0.0343	1
hetio-ind_perm-3	CuGr>GaD	0.547	0.617	0.334	76.3	0.0267	1
hetio-ind_perm-3	CuGr>GdD	0.274	0.577	0.273	160	0.0398	1
hetio-ind_perm-3	CuGr>GuD	0.282	0.577	0.275	217	0.0479	1
hetio-ind_perm-3	CuGuAlD	0.541	0.6	0.29	40.7	0.0313	1
hetio-ind_perm-3	CuGuCpD	0.119	0.549	0.283	1.67	0.0119	1
hetio-ind_perm-3	CuGuCtD	0.468	0.642	0.352	36	0.0176	1
hetio-ind_perm-3	CuGuD	0.141	0.548	0.279	2.58	0.0124	1
hetio-ind_perm-3	CuGuDrD	0.322	0.569	0.278	10.4	0.0199	1
hetio-ind_perm-4	CbG<rG<rGaD	0.834	0.59	0.266	471	0.0471	1
hetio-ind_perm-4	CbG<rG<rGdD	0.384	0.562	0.243	691	0.0644	1
hetio-ind_perm-4	CbG<rG<rGuD	0.409	0.584	0.254	846	0.0759	1
hetio-ind_perm-4	CbG<rGaD	0.561	0.581	0.258	5.27	0.0314	1
hetio-ind_perm-4	CbG<rGaDrD	0.655	0.507	0.201	23.7	0.0158	1
hetio-ind_perm-4	CbG<rGbCpD	0.157	0.545	0.259	0.629	0.0124	1
hetio-ind_perm-4	CbG<rGbCtD	0.42	0.581	0.266	2.55	0.0124	1
hetio-ind_perm-4	CbG<rGcGaD	0.599	0.583	0.259	8.63	0.0162	1
hetio-ind_perm-4	CbG<rGcGdD	0.327	0.543	0.234	39.2	0.024	1
hetio-ind_perm-4	CbG<rGcGuD	0.332	0.549	0.239	38.4	0.0242	1
hetio-ind_perm-4	CbG<rGdAlD	0.772	0.572	0.238	147	0.0369	1
hetio-ind_perm-4	CbG<rGdCpD	0.213	0.566	0.268	1.91	0.0122	1
hetio-ind_perm-4	CbG<rGdCtD	0.686	0.635	0.289	63.9	0.0219	1
hetio-ind_perm-4	CbG<rGdD	0.27	0.534	0.232	7.9	0.0403	1
hetio-ind_perm-4	CbG<rGdDrD	0.551	0.513	0.209	38.7	0.0231	1
hetio-ind_perm-4	CbG<rGeAlD	0.828	0.563	0.233	942	0.158	1
hetio-ind_perm-4	CbG<rGiGaD	0.818	0.597	0.273	188	0.0306	1
hetio-ind_perm-4	CbG<rGiGdD	0.395	0.56	0.239	368	0.046	1
hetio-ind_perm-4	CbG<rGiGuD	0.406	0.579	0.249	406	0.0498	1
hetio-ind_perm-4	CbG<rGr>GaD	0.838	0.598	0.277	1.11e+03	0.0661	1
hetio-ind_perm-4	CbG<rGr>GdD	0.408	0.566	0.244	2.54e+03	0.138	1
hetio-ind_perm-4	CbG<rGr>GuD	0.43	0.588	0.254	3.33e+03	0.174	1
hetio-ind_perm-4	CbG<rGuAlD	0.768	0.576	0.237	154	0.0359	1
hetio-ind_perm-4	CbG<rGuCpD	0.205	0.563	0.267	1.59	0.0116	1
hetio-ind_perm-4	CbG<rGuCtD	0.687	0.633	0.288	57	0.0207	1
hetio-ind_perm-4	CbG<rGuD	0.306	0.551	0.244	9.75	0.0475	1
