metapath	metaedge	metaedge_abbrev
CtDlAuGdD	Anatomy - upregulates - Gene	AuG
CtDlAuGdD	Disease - downregulates - Gene	DdG
CtDlAuGuD	Compound - treats - Disease	CtD
CtDlAuGuD	Disease - localizes - Anatomy	DlA
CtDlAuGuD	Anatomy - upregulates - Gene	AuG
CtDlAuGuD	Disease - upregulates - Gene	DuG
CtDpCbGaD	Compound - treats - Disease	CtD
CtDpCbGaD	Compound - palliates - Disease	CpD
CtDpCbGaD	Compound - binds - Gene	CbG
CtDpCbGaD	Disease - associates - Gene	DaG
CtDpCbGdD	Compound - treats - Disease	CtD
CtDpCbGdD	Compound - palliates - Disease	CpD
CtDpCbGdD	Compound - binds - Gene	CbG
CtDpCbGdD	Disease - downregulates - Gene	DdG
CtDpCbGuD	Compound - treats - Disease	CtD
CtDpCbGuD	Compound - palliates - Disease	CpD
CtDpCbGuD	Compound - binds - Gene	CbG
CtDpCbGuD	Disease - upregulates - Gene	DuG
CtDpCdGaD	Compound - treats - Disease	CtD
CtDpCdGaD	Compound - palliates - Disease	CpD
CtDpCdGaD	Compound - downregulates - Gene	CdG
CtDpCdGaD	Disease - associates - Gene	DaG
CtDpCdGdD	Compound - treats - Disease	CtD
CtDpCdGdD	Compound - palliates - Disease	CpD
CtDpCdGdD	Compound - downregulates - Gene	CdG
CtDpCdGdD	Disease - downregulates - Gene	DdG
CtDpCdGuD	Compound - treats - Disease	CtD
CtDpCdGuD	Compound - palliates - Disease	CpD
CtDpCdGuD	Compound - downregulates - Gene	CdG
CtDpCdGuD	Disease - upregulates - Gene	DuG
CtDpCpDrD	Compound - treats - Disease	CtD
CtDpCpDrD	Compound - palliates - Disease	CpD
CtDpCpDrD	Compound - palliates - Disease	CpD
CtDpCpDrD	Disease - resembles - Disease	DrD
CtDpCrCpD	Compound - treats - Disease	CtD
CtDpCrCpD	Compound - palliates - Disease	CpD
CtDpCrCpD	Compound - resembles - Compound	CrC
CtDpCrCpD	Compound - palliates - Disease	CpD
CtDpCrCtD	Compound - treats - Disease	CtD
CtDpCrCtD	Compound - palliates - Disease	CpD
CtDpCrCtD	Compound - resembles - Compound	CrC
CtDpCrCtD	Compound - treats - Disease	CtD
CtDpCtDrD	Compound - treats - Disease	CtD
CtDpCtDrD	Compound - palliates - Disease	CpD
CtDpCtDrD	Compound - treats - Disease	CtD
CtDpCtDrD	Disease - resembles - Disease	DrD
CtDpCuGaD	Compound - treats - Disease	CtD
CtDpCuGaD	Compound - palliates - Disease	CpD
CtDpCuGaD	Compound - upregulates - Gene	CuG
CtDpCuGaD	Disease - associates - Gene	DaG
CtDpCuGdD	Compound - treats - Disease	CtD
CtDpCuGdD	Compound - palliates - Disease	CpD
CtDpCuGdD	Compound - upregulates - Gene	CuG
CtDpCuGdD	Disease - downregulates - Gene	DdG
CtDpCuGuD	Compound - treats - Disease	CtD
CtDpCuGuD	Compound - palliates - Disease	CpD
CtDpCuGuD	Compound - upregulates - Gene	CuG
CtDpCuGuD	Disease - upregulates - Gene	DuG
CtDpSpDrD	Compound - treats - Disease	CtD
CtDpSpDrD	Disease - presents - Symptom	DpS
CtDpSpDrD	Disease - presents - Symptom	DpS
CtDpSpDrD	Disease - resembles - Disease	DrD
CtDrDaGaD	Compound - treats - Disease	CtD
CtDrDaGaD	Disease - resembles - Disease	DrD
CtDrDaGaD	Disease - associates - Gene	DaG
CtDrDaGaD	Disease - associates - Gene	DaG
CtDrDaGdD	Compound - treats - Disease	CtD
CtDrDaGdD	Disease - resembles - Disease	DrD
CtDrDaGdD	Disease - associates - Gene	DaG
CtDrDaGdD	Disease - downregulates - Gene	DdG
CtDrDaGuD	Compound - treats - Disease	CtD
CtDrDaGuD	Disease - resembles - Disease	DrD
CtDrDaGuD	Disease - associates - Gene	DaG
CtDrDaGuD	Disease - upregulates - Gene	DuG
CtDrDdGaD	Compound - treats - Disease	CtD
CtDrDdGaD	Disease - resembles - Disease	DrD
CtDrDdGaD	Disease - downregulates - Gene	DdG
CtDrDdGaD	Disease - associates - Gene	DaG
CtDrDdGdD	Compound - treats - Disease	CtD
CtDrDdGdD	Disease - resembles - Disease	DrD
CtDrDdGdD	Disease - downregulates - Gene	DdG
CtDrDdGdD	Disease - downregulates - Gene	DdG
CtDrDdGuD	Compound - treats - Disease	CtD
CtDrDdGuD	Disease - resembles - Disease	DrD
CtDrDdGuD	Disease - downregulates - Gene	DdG
CtDrDdGuD	Disease - upregulates - Gene	DuG
CtDrDlAlD	Compound - treats - Disease	CtD
CtDrDlAlD	Disease - resembles - Disease	DrD
CtDrDlAlD	Disease - localizes - Anatomy	DlA
CtDrDlAlD	Disease - localizes - Anatomy	DlA
CtDrDpCpD	Compound - treats - Disease	CtD
CtDrDpCpD	Disease - resembles - Disease	DrD
CtDrDpCpD	Compound - palliates - Disease	CpD
CtDrDpCpD	Compound - palliates - Disease	CpD
CtDrDpCtD	Compound - treats - Disease	CtD
CtDrDpCtD	Disease - resembles - Disease	DrD
CtDrDpCtD	Compound - palliates - Disease	CpD
CtDrDpCtD	Compound - treats - Disease	CtD
CtDrDpSpD	Compound - treats - Disease	CtD
CtDrDpSpD	Disease - resembles - Disease	DrD
CtDrDpSpD	Disease - presents - Symptom	DpS
CtDrDpSpD	Disease - presents - Symptom	DpS
CtDrDrDrD	Compound - treats - Disease	CtD
CtDrDrDrD	Disease - resembles - Disease	DrD
CtDrDrDrD	Disease - resembles - Disease	DrD
CtDrDrDrD	Disease - resembles - Disease	DrD
CtDrDtCpD	Compound - treats - Disease	CtD
CtDrDtCpD	Disease - resembles - Disease	DrD
CtDrDtCpD	Compound - treats - Disease	CtD
CtDrDtCpD	Compound - palliates - Disease	CpD
CtDrDtCtD	Compound - treats - Disease	CtD
CtDrDtCtD	Disease - resembles - Disease	DrD
CtDrDtCtD	Compound - treats - Disease	CtD
CtDrDtCtD	Compound - treats - Disease	CtD
CtDrDuGaD	Compound - treats - Disease	CtD
CtDrDuGaD	Disease - resembles - Disease	DrD
CtDrDuGaD	Disease - upregulates - Gene	DuG
CtDrDuGaD	Disease - associates - Gene	DaG
CtDrDuGdD	Compound - treats - Disease	CtD
CtDrDuGdD	Disease - resembles - Disease	DrD
CtDrDuGdD	Disease - upregulates - Gene	DuG
CtDrDuGdD	Disease - downregulates - Gene	DdG
CtDrDuGuD	Compound - treats - Disease	CtD
CtDrDuGuD	Disease - resembles - Disease	DrD
CtDrDuGuD	Disease - upregulates - Gene	DuG
CtDrDuGuD	Disease - upregulates - Gene	DuG
CtDtCbGaD	Compound - treats - Disease	CtD
CtDtCbGaD	Compound - treats - Disease	CtD
CtDtCbGaD	Compound - binds - Gene	CbG
CtDtCbGaD	Disease - associates - Gene	DaG
CtDtCbGdD	Compound - treats - Disease	CtD
CtDtCbGdD	Compound - treats - Disease	CtD
CtDtCbGdD	Compound - binds - Gene	CbG
CtDtCbGdD	Disease - downregulates - Gene	DdG
CtDtCbGuD	Compound - treats - Disease	CtD
CtDtCbGuD	Compound - treats - Disease	CtD
CtDtCbGuD	Compound - binds - Gene	CbG
CtDtCbGuD	Disease - upregulates - Gene	DuG
CtDtCdGaD	Compound - treats - Disease	CtD
CtDtCdGaD	Compound - treats - Disease	CtD
CtDtCdGaD	Compound - downregulates - Gene	CdG
CtDtCdGaD	Disease - associates - Gene	DaG
CtDtCdGdD	Compound - treats - Disease	CtD
CtDtCdGdD	Compound - treats - Disease	CtD
CtDtCdGdD	Compound - downregulates - Gene	CdG
CtDtCdGdD	Disease - downregulates - Gene	DdG
CtDtCdGuD	Compound - treats - Disease	CtD
CtDtCdGuD	Compound - treats - Disease	CtD
CtDtCdGuD	Compound - downregulates - Gene	CdG
CtDtCdGuD	Disease - upregulates - Gene	DuG
CtDtCpDrD	Compound - treats - Disease	CtD
CtDtCpDrD	Compound - treats - Disease	CtD
CtDtCpDrD	Compound - palliates - Disease	CpD
CtDtCpDrD	Disease - resembles - Disease	DrD
CtDtCrCpD	Compound - treats - Disease	CtD
CtDtCrCpD	Compound - treats - Disease	CtD
CtDtCrCpD	Compound - resembles - Compound	CrC
CtDtCrCpD	Compound - palliates - Disease	CpD
CtDtCrCtD	Compound - treats - Disease	CtD
CtDtCrCtD	Compound - treats - Disease	CtD
CtDtCrCtD	Compound - resembles - Compound	CrC
CtDtCrCtD	Compound - treats - Disease	CtD
CtDtCtDrD	Compound - treats - Disease	CtD
CtDtCtDrD	Compound - treats - Disease	CtD
CtDtCtDrD	Compound - treats - Disease	CtD
CtDtCtDrD	Disease - resembles - Disease	DrD
CtDtCuGaD	Compound - treats - Disease	CtD
CtDtCuGaD	Compound - treats - Disease	CtD
CtDtCuGaD	Compound - upregulates - Gene	CuG
CtDtCuGaD	Disease - associates - Gene	DaG
CtDtCuGdD	Compound - treats - Disease	CtD
CtDtCuGdD	Compound - treats - Disease	CtD
CtDtCuGdD	Compound - upregulates - Gene	CuG
CtDtCuGdD	Disease - downregulates - Gene	DdG
CtDtCuGuD	Compound - treats - Disease	CtD
CtDtCuGuD	Compound - treats - Disease	CtD
CtDtCuGuD	Compound - upregulates - Gene	CuG
CtDtCuGuD	Disease - upregulates - Gene	DuG
CtDuG<rGaD	Compound - treats - Disease	CtD
CtDuG<rGaD	Disease - upregulates - Gene	DuG
CtDuG<rGaD	Gene > regulates > Gene	GrG
CtDuG<rGaD	Disease - associates - Gene	DaG
CtDuG<rGdD	Compound - treats - Disease	CtD
CtDuG<rGdD	Disease - upregulates - Gene	DuG
CtDuG<rGdD	Gene > regulates > Gene	GrG
CtDuG<rGdD	Disease - downregulates - Gene	DdG
CtDuG<rGuD	Compound - treats - Disease	CtD
CtDuG<rGuD	Disease - upregulates - Gene	DuG
CtDuG<rGuD	Gene > regulates > Gene	GrG
CtDuG<rGuD	Disease - upregulates - Gene	DuG
CtDuGaDrD	Compound - treats - Disease	CtD
CtDuGaDrD	Disease - upregulates - Gene	DuG
CtDuGaDrD	Disease - associates - Gene	DaG
CtDuGaDrD	Disease - resembles - Disease	DrD
CtDuGbCpD	Compound - treats - Disease	CtD
CtDuGbCpD	Disease - upregulates - Gene	DuG
CtDuGbCpD	Compound - binds - Gene	CbG
CtDuGbCpD	Compound - palliates - Disease	CpD
CtDuGbCtD	Compound - treats - Disease	CtD
CtDuGbCtD	Disease - upregulates - Gene	DuG
CtDuGbCtD	Compound - binds - Gene	CbG
CtDuGbCtD	Compound - treats - Disease	CtD
CtDuGcGaD	Compound - treats - Disease	CtD
CtDuGcGaD	Disease - upregulates - Gene	DuG
CtDuGcGaD	Gene - covaries - Gene	GcG
CtDuGcGaD	Disease - associates - Gene	DaG
CtDuGcGdD	Compound - treats - Disease	CtD
CtDuGcGdD	Disease - upregulates - Gene	DuG
CtDuGcGdD	Gene - covaries - Gene	GcG
CtDuGcGdD	Disease - downregulates - Gene	DdG
CtDuGcGuD	Compound - treats - Disease	CtD
CtDuGcGuD	Disease - upregulates - Gene	DuG
CtDuGcGuD	Gene - covaries - Gene	GcG
CtDuGcGuD	Disease - upregulates - Gene	DuG
CtDuGdAlD	Compound - treats - Disease	CtD
CtDuGdAlD	Disease - upregulates - Gene	DuG
CtDuGdAlD	Anatomy - downregulates - Gene	AdG
CtDuGdAlD	Disease - localizes - Anatomy	DlA
CtDuGdCpD	Compound - treats - Disease	CtD
CtDuGdCpD	Disease - upregulates - Gene	DuG
CtDuGdCpD	Compound - downregulates - Gene	CdG
CtDuGdCpD	Compound - palliates - Disease	CpD
CtDuGdCtD	Compound - treats - Disease	CtD
CtDuGdCtD	Disease - upregulates - Gene	DuG
CtDuGdCtD	Compound - downregulates - Gene	CdG
CtDuGdCtD	Compound - treats - Disease	CtD
CtDuGdDrD	Compound - treats - Disease	CtD
CtDuGdDrD	Disease - upregulates - Gene	DuG
CtDuGdDrD	Disease - downregulates - Gene	DdG
CtDuGdDrD	Disease - resembles - Disease	DrD
CtDuGeAlD	Compound - treats - Disease	CtD
CtDuGeAlD	Disease - upregulates - Gene	DuG
CtDuGeAlD	Anatomy - expresses - Gene	AeG
CtDuGeAlD	Disease - localizes - Anatomy	DlA
CtDuGiGaD	Compound - treats - Disease	CtD
CtDuGiGaD	Disease - upregulates - Gene	DuG
CtDuGiGaD	Gene - interacts - Gene	GiG
CtDuGiGaD	Disease - associates - Gene	DaG
CtDuGiGdD	Compound - treats - Disease	CtD
CtDuGiGdD	Disease - upregulates - Gene	DuG
CtDuGiGdD	Gene - interacts - Gene	GiG
CtDuGiGdD	Disease - downregulates - Gene	DdG
CtDuGiGuD	Compound - treats - Disease	CtD
CtDuGiGuD	Disease - upregulates - Gene	DuG
CtDuGiGuD	Gene - interacts - Gene	GiG
CtDuGiGuD	Disease - upregulates - Gene	DuG
CtDuGr>GaD	Compound - treats - Disease	CtD
CtDuGr>GaD	Disease - upregulates - Gene	DuG
CtDuGr>GaD	Gene > regulates > Gene	GrG
CtDuGr>GaD	Disease - associates - Gene	DaG
CtDuGr>GdD	Compound - treats - Disease	CtD
CtDuGr>GdD	Disease - upregulates - Gene	DuG
CtDuGr>GdD	Gene > regulates > Gene	GrG
CtDuGr>GdD	Disease - downregulates - Gene	DdG
CtDuGr>GuD	Compound - treats - Disease	CtD
CtDuGr>GuD	Disease - upregulates - Gene	DuG
CtDuGr>GuD	Gene > regulates > Gene	GrG
CtDuGr>GuD	Disease - upregulates - Gene	DuG
CtDuGuAlD	Compound - treats - Disease	CtD
CtDuGuAlD	Disease - upregulates - Gene	DuG
CtDuGuAlD	Anatomy - upregulates - Gene	AuG
CtDuGuAlD	Disease - localizes - Anatomy	DlA
CtDuGuCpD	Compound - treats - Disease	CtD
CtDuGuCpD	Disease - upregulates - Gene	DuG
CtDuGuCpD	Compound - upregulates - Gene	CuG
CtDuGuCpD	Compound - palliates - Disease	CpD
CtDuGuCtD	Compound - treats - Disease	CtD
CtDuGuCtD	Disease - upregulates - Gene	DuG
CtDuGuCtD	Compound - upregulates - Gene	CuG
CtDuGuCtD	Compound - treats - Disease	CtD
CtDuGuDrD	Compound - treats - Disease	CtD
CtDuGuDrD	Disease - upregulates - Gene	DuG
CtDuGuDrD	Disease - upregulates - Gene	DuG
CtDuGuDrD	Disease - resembles - Disease	DrD
CuG<rG<rGaD	Compound - upregulates - Gene	CuG
CuG<rG<rGaD	Gene > regulates > Gene	GrG
CuG<rG<rGaD	Gene > regulates > Gene	GrG
CuG<rG<rGaD	Disease - associates - Gene	DaG
CuG<rG<rGdD	Compound - upregulates - Gene	CuG
CuG<rG<rGdD	Gene > regulates > Gene	GrG
CuG<rG<rGdD	Gene > regulates > Gene	GrG
CuG<rG<rGdD	Disease - downregulates - Gene	DdG
CuG<rG<rGuD	Compound - upregulates - Gene	CuG
CuG<rG<rGuD	Gene > regulates > Gene	GrG
CuG<rG<rGuD	Gene > regulates > Gene	GrG
CuG<rG<rGuD	Disease - upregulates - Gene	DuG
CuG<rGaDrD	Compound - upregulates - Gene	CuG
CuG<rGaDrD	Gene > regulates > Gene	GrG
CuG<rGaDrD	Disease - associates - Gene	DaG
CuG<rGaDrD	Disease - resembles - Disease	DrD
CuG<rGbCpD	Compound - upregulates - Gene	CuG
CuG<rGbCpD	Gene > regulates > Gene	GrG
CuG<rGbCpD	Compound - binds - Gene	CbG
CuG<rGbCpD	Compound - palliates - Disease	CpD
CuG<rGbCtD	Compound - upregulates - Gene	CuG
CuG<rGbCtD	Gene > regulates > Gene	GrG
CuG<rGbCtD	Compound - binds - Gene	CbG
CuG<rGbCtD	Compound - treats - Disease	CtD
CuG<rGcGaD	Compound - upregulates - Gene	CuG
CuG<rGcGaD	Gene > regulates > Gene	GrG
CuG<rGcGaD	Gene - covaries - Gene	GcG
CuG<rGcGaD	Disease - associates - Gene	DaG
CuG<rGcGdD	Compound - upregulates - Gene	CuG
CuG<rGcGdD	Gene > regulates > Gene	GrG
CuG<rGcGdD	Gene - covaries - Gene	GcG
CuG<rGcGdD	Disease - downregulates - Gene	DdG
CuG<rGcGuD	Compound - upregulates - Gene	CuG
CuG<rGcGuD	Gene > regulates > Gene	GrG
CuG<rGcGuD	Gene - covaries - Gene	GcG
CuG<rGcGuD	Disease - upregulates - Gene	DuG
CuG<rGdAlD	Compound - upregulates - Gene	CuG
CuG<rGdAlD	Gene > regulates > Gene	GrG
CuG<rGdAlD	Anatomy - downregulates - Gene	AdG
CuG<rGdAlD	Disease - localizes - Anatomy	DlA
CuG<rGdCpD	Compound - upregulates - Gene	CuG
CuG<rGdCpD	Gene > regulates > Gene	GrG
CuG<rGdCpD	Compound - downregulates - Gene	CdG
CuG<rGdCpD	Compound - palliates - Disease	CpD
CuG<rGdCtD	Compound - upregulates - Gene	CuG
CuG<rGdCtD	Gene > regulates > Gene	GrG
CuG<rGdCtD	Compound - downregulates - Gene	CdG
CuG<rGdCtD	Compound - treats - Disease	CtD
CuG<rGdDrD	Compound - upregulates - Gene	CuG
CuG<rGdDrD	Gene > regulates > Gene	GrG
CuG<rGdDrD	Disease - downregulates - Gene	DdG
CuG<rGdDrD	Disease - resembles - Disease	DrD
CuG<rGeAlD	Compound - upregulates - Gene	CuG
CuG<rGeAlD	Gene > regulates > Gene	GrG
CuG<rGeAlD	Anatomy - expresses - Gene	AeG
CuG<rGeAlD	Disease - localizes - Anatomy	DlA
CuG<rGiGaD	Compound - upregulates - Gene	CuG
CuG<rGiGaD	Gene > regulates > Gene	GrG
CuG<rGiGaD	Gene - interacts - Gene	GiG
CuG<rGiGaD	Disease - associates - Gene	DaG
CuG<rGiGdD	Compound - upregulates - Gene	CuG
CuG<rGiGdD	Gene > regulates > Gene	GrG
CuG<rGiGdD	Gene - interacts - Gene	GiG
CuG<rGiGdD	Disease - downregulates - Gene	DdG
CuG<rGiGuD	Compound - upregulates - Gene	CuG
CuG<rGiGuD	Gene > regulates > Gene	GrG
CuG<rGiGuD	Gene - interacts - Gene	GiG
CuG<rGiGuD	Disease - upregulates - Gene	DuG
CuG<rGr>GaD	Compound - upregulates - Gene	CuG
CuG<rGr>GaD	Gene > regulates > Gene	GrG
CuG<rGr>GaD	Gene > regulates > Gene	GrG
CuG<rGr>GaD	Disease - associates - Gene	DaG
CuG<rGr>GdD	Compound - upregulates - Gene	CuG
CuG<rGr>GdD	Gene > regulates > Gene	GrG
CuG<rGr>GdD	Gene > regulates > Gene	GrG
CuG<rGr>GdD	Disease - downregulates - Gene	DdG
CuG<rGr>GuD	Compound - upregulates - Gene	CuG
CuG<rGr>GuD	Gene > regulates > Gene	GrG
CuG<rGr>GuD	Gene > regulates > Gene	GrG
CuG<rGr>GuD	Disease - upregulates - Gene	DuG
CuG<rGuAlD	Compound - upregulates - Gene	CuG
CuG<rGuAlD	Gene > regulates > Gene	GrG
CuG<rGuAlD	Anatomy - upregulates - Gene	AuG
CuG<rGuAlD	Disease - localizes - Anatomy	DlA
CuG<rGuCpD	Compound - upregulates - Gene	CuG
CuG<rGuCpD	Gene > regulates > Gene	GrG
CuG<rGuCpD	Compound - upregulates - Gene	CuG
CuG<rGuCpD	Compound - palliates - Disease	CpD
CuG<rGuCtD	Compound - upregulates - Gene	CuG
CuG<rGuCtD	Gene > regulates > Gene	GrG
CuG<rGuCtD	Compound - upregulates - Gene	CuG
CuG<rGuCtD	Compound - treats - Disease	CtD
CuG<rGuDrD	Compound - upregulates - Gene	CuG
CuG<rGuDrD	Gene > regulates > Gene	GrG
CuG<rGuDrD	Disease - upregulates - Gene	DuG
CuG<rGuDrD	Disease - resembles - Disease	DrD
CuGaDaGaD	Compound - upregulates - Gene	CuG
CuGaDaGaD	Disease - associates - Gene	DaG
CuGaDaGaD	Disease - associates - Gene	DaG
CuGaDaGaD	Disease - associates - Gene	DaG
CuGaDaGdD	Compound - upregulates - Gene	CuG
CuGaDaGdD	Disease - associates - Gene	DaG
CuGaDaGdD	Disease - associates - Gene	DaG
CuGaDaGdD	Disease - downregulates - Gene	DdG
CuGaDaGuD	Compound - upregulates - Gene	CuG
CuGaDaGuD	Disease - associates - Gene	DaG
CuGaDaGuD	Disease - associates - Gene	DaG
CuGaDaGuD	Disease - upregulates - Gene	DuG
CuGaDdGaD	Compound - upregulates - Gene	CuG
CuGaDdGaD	Disease - associates - Gene	DaG
CuGaDdGaD	Disease - downregulates - Gene	DdG
CuGaDdGaD	Disease - associates - Gene	DaG
CuGaDdGdD	Compound - upregulates - Gene	CuG
CuGaDdGdD	Disease - associates - Gene	DaG
CuGaDdGdD	Disease - downregulates - Gene	DdG
CuGaDdGdD	Disease - downregulates - Gene	DdG
CuGaDdGuD	Compound - upregulates - Gene	CuG
CuGaDdGuD	Disease - associates - Gene	DaG
CuGaDdGuD	Disease - downregulates - Gene	DdG
CuGaDdGuD	Disease - upregulates - Gene	DuG
CuGaDlAlD	Compound - upregulates - Gene	CuG
CuGaDlAlD	Disease - associates - Gene	DaG
CuGaDlAlD	Disease - localizes - Anatomy	DlA
CuGaDlAlD	Disease - localizes - Anatomy	DlA
CuGaDpCpD	Compound - upregulates - Gene	CuG
CuGaDpCpD	Disease - associates - Gene	DaG
CuGaDpCpD	Compound - palliates - Disease	CpD
CuGaDpCpD	Compound - palliates - Disease	CpD
CuGaDpCtD	Compound - upregulates - Gene	CuG
CuGaDpCtD	Disease - associates - Gene	DaG
CuGaDpCtD	Compound - palliates - Disease	CpD
CuGaDpCtD	Compound - treats - Disease	CtD
CuGaDpSpD	Compound - upregulates - Gene	CuG
CuGaDpSpD	Disease - associates - Gene	DaG
CuGaDpSpD	Disease - presents - Symptom	DpS
CuGaDpSpD	Disease - presents - Symptom	DpS
CuGaDrDrD	Compound - upregulates - Gene	CuG
CuGaDrDrD	Disease - associates - Gene	DaG
CuGaDrDrD	Disease - resembles - Disease	DrD
CuGaDrDrD	Disease - resembles - Disease	DrD
CuGaDtCpD	Compound - upregulates - Gene	CuG
CuGaDtCpD	Disease - associates - Gene	DaG
CuGaDtCpD	Compound - treats - Disease	CtD
CuGaDtCpD	Compound - palliates - Disease	CpD
CuGaDtCtD	Compound - upregulates - Gene	CuG
CuGaDtCtD	Disease - associates - Gene	DaG
CuGaDtCtD	Compound - treats - Disease	CtD
CuGaDtCtD	Compound - treats - Disease	CtD
CuGaDuGaD	Compound - upregulates - Gene	CuG
CuGaDuGaD	Disease - associates - Gene	DaG
CuGaDuGaD	Disease - upregulates - Gene	DuG
CuGaDuGaD	Disease - associates - Gene	DaG
CuGaDuGdD	Compound - upregulates - Gene	CuG
CuGaDuGdD	Disease - associates - Gene	DaG
CuGaDuGdD	Disease - upregulates - Gene	DuG
CuGaDuGdD	Disease - downregulates - Gene	DdG
CuGaDuGuD	Compound - upregulates - Gene	CuG
CuGaDuGuD	Disease - associates - Gene	DaG
CuGaDuGuD	Disease - upregulates - Gene	DuG
CuGaDuGuD	Disease - upregulates - Gene	DuG
CuGbCbGaD	Compound - upregulates - Gene	CuG
CuGbCbGaD	Compound - binds - Gene	CbG
CuGbCbGaD	Compound - binds - Gene	CbG
CuGbCbGaD	Disease - associates - Gene	DaG
CuGbCbGdD	Compound - upregulates - Gene	CuG
CuGbCbGdD	Compound - binds - Gene	CbG
CuGbCbGdD	Compound - binds - Gene	CbG
CuGbCbGdD	Disease - downregulates - Gene	DdG
CuGbCbGuD	Compound - upregulates - Gene	CuG
CuGbCbGuD	Compound - binds - Gene	CbG
CuGbCbGuD	Compound - binds - Gene	CbG
CuGbCbGuD	Disease - upregulates - Gene	DuG
CuGbCdGaD	Compound - upregulates - Gene	CuG
CuGbCdGaD	Compound - binds - Gene	CbG
CuGbCdGaD	Compound - downregulates - Gene	CdG
CuGbCdGaD	Disease - associates - Gene	DaG
CuGbCdGdD	Compound - upregulates - Gene	CuG
CuGbCdGdD	Compound - binds - Gene	CbG
CuGbCdGdD	Compound - downregulates - Gene	CdG
CuGbCdGdD	Disease - downregulates - Gene	DdG
CuGbCdGuD	Compound - upregulates - Gene	CuG
CuGbCdGuD	Compound - binds - Gene	CbG
CuGbCdGuD	Compound - downregulates - Gene	CdG
CuGbCdGuD	Disease - upregulates - Gene	DuG
CuGbCpDrD	Compound - upregulates - Gene	CuG
CuGbCpDrD	Compound - binds - Gene	CbG
CuGbCpDrD	Compound - palliates - Disease	CpD
CuGbCpDrD	Disease - resembles - Disease	DrD
CuGbCrCpD	Compound - upregulates - Gene	CuG
CuGbCrCpD	Compound - binds - Gene	CbG
CuGbCrCpD	Compound - resembles - Compound	CrC
CuGbCrCpD	Compound - palliates - Disease	CpD
CuGbCrCtD	Compound - upregulates - Gene	CuG
CuGbCrCtD	Compound - binds - Gene	CbG
CuGbCrCtD	Compound - resembles - Compound	CrC
CuGbCrCtD	Compound - treats - Disease	CtD
CuGbCtDrD	Compound - upregulates - Gene	CuG
CuGbCtDrD	Compound - binds - Gene	CbG
CuGbCtDrD	Compound - treats - Disease	CtD
CuGbCtDrD	Disease - resembles - Disease	DrD
CuGbCuGaD	Compound - upregulates - Gene	CuG
CuGbCuGaD	Compound - binds - Gene	CbG
CuGbCuGaD	Compound - upregulates - Gene	CuG
CuGbCuGaD	Disease - associates - Gene	DaG
CuGbCuGdD	Compound - upregulates - Gene	CuG
CuGbCuGdD	Compound - binds - Gene	CbG
CuGbCuGdD	Compound - upregulates - Gene	CuG
CuGbCuGdD	Disease - downregulates - Gene	DdG
CuGbCuGuD	Compound - upregulates - Gene	CuG
CuGbCuGuD	Compound - binds - Gene	CbG
CuGbCuGuD	Compound - upregulates - Gene	CuG
CuGbCuGuD	Disease - upregulates - Gene	DuG
CuGcG<rGaD	Compound - upregulates - Gene	CuG
CuGcG<rGaD	Gene - covaries - Gene	GcG
CuGcG<rGaD	Gene > regulates > Gene	GrG
CuGcG<rGaD	Disease - associates - Gene	DaG
CuGcG<rGdD	Compound - upregulates - Gene	CuG
CuGcG<rGdD	Gene - covaries - Gene	GcG
CuGcG<rGdD	Gene > regulates > Gene	GrG
CuGcG<rGdD	Disease - downregulates - Gene	DdG
CuGcG<rGuD	Compound - upregulates - Gene	CuG
CuGcG<rGuD	Gene - covaries - Gene	GcG
CuGcG<rGuD	Gene > regulates > Gene	GrG
CuGcG<rGuD	Disease - upregulates - Gene	DuG
CuGcGaDrD	Compound - upregulates - Gene	CuG
CuGcGaDrD	Gene - covaries - Gene	GcG
CuGcGaDrD	Disease - associates - Gene	DaG
CuGcGaDrD	Disease - resembles - Disease	DrD
CuGcGbCpD	Compound - upregulates - Gene	CuG
CuGcGbCpD	Gene - covaries - Gene	GcG
CuGcGbCpD	Compound - binds - Gene	CbG
CuGcGbCpD	Compound - palliates - Disease	CpD
CuGcGbCtD	Compound - upregulates - Gene	CuG
CuGcGbCtD	Gene - covaries - Gene	GcG
CuGcGbCtD	Compound - binds - Gene	CbG
CuGcGbCtD	Compound - treats - Disease	CtD
CuGcGcGaD	Compound - upregulates - Gene	CuG
CuGcGcGaD	Gene - covaries - Gene	GcG
CuGcGcGaD	Gene - covaries - Gene	GcG
CuGcGcGaD	Disease - associates - Gene	DaG
CuGcGcGdD	Compound - upregulates - Gene	CuG
CuGcGcGdD	Gene - covaries - Gene	GcG
CuGcGcGdD	Gene - covaries - Gene	GcG
CuGcGcGdD	Disease - downregulates - Gene	DdG
CuGcGcGuD	Compound - upregulates - Gene	CuG
CuGcGcGuD	Gene - covaries - Gene	GcG
CuGcGcGuD	Gene - covaries - Gene	GcG
CuGcGcGuD	Disease - upregulates - Gene	DuG
CuGcGdAlD	Compound - upregulates - Gene	CuG
CuGcGdAlD	Gene - covaries - Gene	GcG
CuGcGdAlD	Anatomy - downregulates - Gene	AdG
CuGcGdAlD	Disease - localizes - Anatomy	DlA
CuGcGdCpD	Compound - upregulates - Gene	CuG
CuGcGdCpD	Gene - covaries - Gene	GcG
CuGcGdCpD	Compound - downregulates - Gene	CdG
